address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Plot No. 3A,Technology Hub Special Economic Zone Sector 126,Noida,201304,India,91 12 0430 6000,91 12 0468 0330,https://www.hcltech.com,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"HCL Technologies Limited provides IT and business services, engineering and research and development services, and modernized software products and IP-led offerings. It operates through IT and Business Services; Engineering and R&D Services; and HCL Software segments. The company provides application development, management, modernization, and testing, as well as commercial applications; automation services, including digital integration, business process management, robotic process automation for intelligent automation, and low and no code services; digital process operations, such as customer experience management, hyper intelligent automation, supply chain management, finance and accounting, marketing operations and content, and human resource services; and data and AI services consisting of strategy and advisory, modernize data, simplify insights, and scale AI. It also offers commercial applications for sales, accounting, finance, HR, inventory, and manufacturing operations; cybersecurity services; systems engineering, simulation process and data management, manufacturing engineering, supplier collaboration, and digital thread and twin, as well as application, service, and product lifecycle management; and HCLTech Career Shaper, a learning and assessment platform. In addition, the company provides cloud engineering, digital platform engineering, digital commerce and manufacturing, silicon platform solutions, 5G engineering, SemiCloud, and AITech services; and IT enablement and service desk, unified communication and collaboration, workplace assessment and automation, mobility services, and cloud office. Further, it offers intelligent operations, internet of things, marketing services, operational technology, product engineering, supply chain, and unified service management, as well as enterprise network solutions. The company was founded in 1976 and is headquartered in Noida, India.","[{'maxAge': 1, 'name': 'Mr. ChinnaSwamy  VijayaKumar', 'age': 56, 'title': 'CEO, MD & Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 38900000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shiv  Nadar', 'age': 79, 'title': 'Founder, Chairman Emeritus & Strategic Advisor to the Board', 'yearBorn': 1945, 'fiscalYear': 2025, 'totalPay': 18100000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shiv Kumar Walia', 'title': 'Chief Financial Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vijay Anand Guntur M.B.A., M.Sc.', 'age': 56, 'title': 'CTO & Head of Ecosystems', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ajit Krishnankutty Kumar', 'age': 60, 'title': 'Chief Information Officer', 'yearBorn': 1964, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ashutosh  Kaushik', 'age': 61, 'title': 'Senior Vice President of Global Administration', 'yearBorn': 1963, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nitin  Mohta', 'title': 'Senior VP & Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Manish  Anand', 'age': 56, 'title': 'Senior VP, Compliance Officer & Company Secretary', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 15600000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Raghu Raman Lakshmanan', 'title': 'General Counsel', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jill  Kouri', 'title': 'Global Chief Marketing Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,2,1,1,1,1759276800,1767139200,http://www.hcltech.com/investors/,[],86400,2,1533.5,1535.0,1512.0,1542.0,1533.5,1535.0,1512.0,1542.0,48.0,3.13,1760659200,0.86300004,3.23,0.221,24.326355,21.669989,1936396,1936396,2782208,2585715,2585715,0.0,0.0,0,0,4118057320448,1302.75,2012.2,2012.2,14.7,289.59616,1462.16,1568.335,0.612,0.00039908706,INR,False,4146294947840,0.13889,1044651633,2705510289,0.61519,0.2612,2705510289,2.965,513.35583,1743379200,1774915200,1759190400,-0.04,1975000064,62.57,70.24,2:1,1575504000,291.582,1450.768,-0.18071324,0.17868233,12.0,1760659200,EQUITY,1522.1,1980.0,1381.0,1642.1136,1655.0,2.36364,buy,44,3368999936,1.245,2857999872,762000000,2.084,2.294,14220000256,9.495,5.248,0.13113,0.24326,4910000128,2022499968,2623000064,-0.039,0.058,0.34529,0.20098,0.17481,USD,HCLTECH.NS,en-US,US,Equity,Delayed Quote,True,HIGH,HCL TECHNOLOGIES LTD,HCL Technologies Limited,False,1029123900000,-11.400024,1512.0 - 1542.0,[],1761645596,NSI,finmb_777058,Asia/Kolkata,IST,19800000,in_market,False,NSE,2782208,219.34998,0.16837457,1302.75 - 2012.2,-490.09998,-0.24356425,-18.071323,1760349600,1768298400,1768298400,1760364000,1760364000,True,62.57,70.24,64.27501,23.681055,59.93994,0.040994104,-46.234985,-0.0294803,15,15,2.4 - Buy,False,POSTPOST,-0.743399,1522.1,
