address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,trailingPegRatio
Virginia House,37 Jawaharlal Nehru Road,Kolkata,700071,India,91 33 2288 9371,91 33 2288 0655,https://www.itcportal.com,Tobacco,tobacco,Tobacco,Consumer Defensive,consumer-defensive,Consumer Defensive,"ITC Limited engages in the fast-moving consumer goods, paperboards, paper and packaging, and agri businesses in India and internationally. The company offers cigarettes and cigars; foods, including staples, spices, biscuits, confectionery and gums, snacks, noodles and pasta, beverages, dairy products, ready-to-eat meals, chocolates, coffee, and frozen foods; personal care products; education and stationery, such as balls, gels and roller pens, mechanical pencils, geometry boxes, erasers, sharpeners and rulers, wax crayons, plastic crayons, and sketch pens and oil pastels; safety matches; and agarbattis and dhoops under various brands, as well as operates a hotel under the ITC Grand Central name in Mumbai. It also provides virgin, recycled, coated barrier, cupstock base, liner, liquid packaging, antifungal, solid, and graphic boards, as well as specialty papers; surfacing, print base, barrier, overlay, and liner papers; plastic substitution products; and packaging products, including cartons, flexible, tobacco, and green packaging products. In addition, the company exports feed ingredients, food grains, marine products, processed fruits, coffee products, leaf tobacco products, and spices; and offers information technology services for the banking and financial services, healthcare, manufacturing, consumer goods, travel, and hospitality industries, as well as produces and commercializes seed potato technology products. Further, it provides property infrastructure maintenance; engineering, procurement and construction management and project management consultancy services; business consulting; and agro-forestry and other related services, as well as engages in the fabrication and assembly of machinery for tube filling, cartoning, wrapping, and conveyor solutions and engineering activities. ITC Limited was incorporated in 1910 and is headquartered in Kolkata, India.",22041,"[{'maxAge': 1, 'name': 'Mr. Sanjiv  Puri', 'age': 61, 'title': 'Chairman & MD', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 256647000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Supratim  Dutta', 'age': 57, 'title': 'CFO & Whole Time Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 85314000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rajendra Kumar Singhi', 'age': 59, 'title': 'Executive VP, Company Secretary & Compliance Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sumant  Bhargavan', 'age': 60, 'title': 'Whole time Director', 'yearBorn': 1964, 'fiscalYear': 2025, 'totalPay': 118140000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anil K. Rajput', 'age': 68, 'title': 'President of ITC Corporate Affairs', 'yearBorn': 1956, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hemant  Malik', 'age': 57, 'title': 'Whole Time Director & Divisional Chief Executive of Foods Business', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 49413000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Surampudi  Sivakumar', 'age': 63, 'title': 'Group Head of Agri Business', 'yearBorn': 1961, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'T. S. M. Shenoy', 'age': 56, 'title': 'Executive VP & Head of Corporate Accounts', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'A.  Roy', 'age': 58, 'title': 'Executive Vice President of Corporate Finance', 'yearBorn': 1966, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Partha  Sengupta', 'age': 47, 'title': 'Chief Digital & Information Officer', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,9,7,6,10,1759276800,1767139200,[],86400,2,418.75,420.5,418.2,426.4,418.75,420.5,418.2,426.4,15.7,3.75,1748390400,0.90029997,3.99,26.354233,22.182058,18598063,18598063,13959301,14190547,14190547,0.0,0.0,0,0,5266076598272,390.15,493.45,528.5,4.144444,6.6832514,407.732,415.913,7.85,0.018746268,INR,False,5071567323136,0.4446,9471396887,12527837661,0.27371,0.50488997,12527837661,56.707,7.412665,1743379200,1774915200,1759190400,0.027,201764306944,15.95,18.95,3:2,1467331200,6.436,19.353,-0.14593107,0.19088471,7.85,1748390400,EQUITY,420.35,567.0,425.0,494.37143,490.0,1.45455,strong_buy,35,185599197184,14.809,262053003264,3629700096,1.613,3.043,787951321088,0.507,62.953,0.16594,0.27811,438167601152,133738733568,180508000256,0.025,0.053,0.55608004,0.33258,0.31338,INR,ITC.NS,en-US,US,Equity,Delayed Quote,True,HIGH,0.38209102,420.35,15,15,1.5 - Strong Buy,False,ITC LTD,ITC Limited,1.6000061,418.2 - 426.4,NSE,13959301,30.200012,0.07740616,390.15 - 493.45,-73.100006,-0.14814065,-14.593106,1761818400,1761818400,1761818400,False,15.95,18.95,16.80891,25.00757,12.618011,0.030946827,4.4370117,0.010668125,[],1761904799,NSI,finmb_878153,Asia/Kolkata,IST,19800000,in_market,False,False,820467900000,POSTPOST,
