address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
"Plot No. 01, Phase III","Rajiv Gandhi Infotech Park Hinjawadi MIDC, SEZ",Pune,411057,India,91 20 4225 0000,https://www.techmahindra.com,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Tech Mahindra Limited provides information technology services and solutions in the Americas, Europe, India, and internationally. The company operates through Information technology (IT) Business and Business Process Services (BPS) segments. It offers Application Development Maintenance, intelligent automation, testing, and performance engineering; cloud consulting; engineering and network services; data analytics; and artificial intelligence services. The company also provides business process services, including Consulting NXT.NOW, growth accelerators, business-process-as-a-service; and service desk, technical assistance center, supply chain management, finance and accounting, GIS, analytics, trust and safety, customer experience, and transformation through technology; customer experience and design services; and cyber security, blockchain, and metaverse. In addition, it offers ESG consulting, energy, resource management, ESG talent pool, supply chain, data management and reporting, and environment, health, and safety; and digital enterprise applications. Further, the company provides Yantr.ai, a field service management software; Kornea, a cloud-native AI-powered workforce management solution; Populii, and enterprise gig platform; AceFin, an AI-based BPaaS solution; AftEAZE, a digital aftermarket platform; netOps.ai, a cloud platform for telco networks; MobiLytix marketing studio; Epselon automation platform; Entellio, a chatbot platform; Blue Marble solution; and InfoWise for enterprise metadata. It serves banking and financial services; communication; energy and utilities; healthcare and life sciences; hi-tech; insurance; manufacturing; media and entertainment; private equity; oil and gas; professional service; retail and consumer goods; and travel, transportation, hospitality, and logistic sectors. The company was incorporated in 1986 and is based in Pune, India.",119343,"[{'maxAge': 1, 'name': 'Mr. Mohit  Joshi', 'age': 50, 'title': 'CEO, MD & Director', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 539000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rohit  Anand', 'title': 'Chief Financial Officer', 'fiscalYear': 2025, 'totalPay': 65000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Atul  Soneja', 'title': 'Chief Operating Officer', 'fiscalYear': 2025, 'totalPay': 71000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ruchie  Khanna', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'totalPay': 3000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pallavi  Katiyar', 'title': 'Chief Information Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kaustubh  Vaidya C.F.A.', 'title': 'Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Abhilasha  Gupta', 'title': 'Head of Corporate Communications & Public Affairs', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ram  Ramachandran', 'title': 'Head of Specialist Sales', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peeyush  Dubey', 'title': 'Chief Marketing Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Lobo', 'age': 52, 'title': 'Chief People Officer', 'yearBorn': 1972, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,2,7,6,3,1759276800,1767139200,[],86400,2,1462.8,1469.0,1435.3,1469.6,1462.8,1469.0,1435.3,1469.6,45.0,3.08,1760918400,0.8904,2.2,0.296,28.59909,22.38132,1432876,1432876,1683015,1606641,1606641,0.0,0.0,0,0,1281630273536,1209.4,1807.7,1838.0,51.25,2.3726997,1477.83,1525.644,45.0,0.03076292,INR,False,1247471468544,0.08303001,536754069,885379893,0.36312,0.41787997,890952725,310.382,4.663286,1743379200,1774915200,1759190400,-0.044,44849999872,50.61,64.67,2:1,1426723200,2.309,17.513,-0.1387695,0.17868233,15.0,1760918400,EQUITY,1447.4,1950.0,1110.0,1570.8334,1565.0,2.57143,hold,42,72789000192,82.143,71229997056,19544000512,1.465,1.831,540156985344,6.992,609.586,0.08401,0.16267,177397006336,55086751744,65024999424,-0.045,0.051,0.32841998,0.13187,0.12142,INR,TECHM.NS,en-US,US,Equity,Delayed Quote,True,HIGH,2.6 - Hold,False,False,1156736700000,-15.400024,1435.3 - 1469.6,NSE,1683015,238.0,0.1967918,1209.4 - 1807.7,-360.29993,-0.19931401,-13.876951,1760436000,1768471200,1768471200,1760450400,1760450400,False,50.61,64.67,58.73164,24.644299,-30.429932,-0.020590955,-78.24402,-0.051285893,15,15,TECH MAHINDRA LIMITED,Tech Mahindra Limited,[],1761645599,NSI,finmb_9406148,Asia/Kolkata,IST,19800000,in_market,False,-1.052777,1447.4,POSTPOST,
