address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
"Saudamini, Plot No. 2",Sector-29,Gurugram,122001,India,91 12 4282 2999,91 12 4257 1990,https://www.powergrid.in,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"Power Grid Corporation of India Limited, an electric power transmission utility, engages in the power transmission business in India and internationally. It operates in three segments: Transmission Services, Telecom Services, and Consultancy Services. As of 31 March 2025, the company owned and operated 180,195 circuit kilometers of transmission lines, and 282 substations with an aggregate transformation capacity of 551,961 mega volt amperes. It also provides telecom services that offer overhead optic fiber network services using optical ground wire on power transmission lines under the POWERTEL brand name, as well as lease lines, MPLS-VPN, data, infrastructure, and international long-distance services. In addition, it provides consultancy services to the transmission, distribution, and telecom sectors on system planning and feasibility studies; environmental and social studies; design and engineering; contract/procurement services; project management and construction supervision; capacity building; operation and maintenance; asset management; owners' and lenders' engineer services to utilities and funding institutions; preparation of grid code, tariff mechanisms, and market analysis; legal and technical advisory in power transmission; power system studies/DPR preparation; smart grid and EV charging; load despatch and communication; sub-transmission/distribution/rural electrification services; testing and quality assurance and inspection; energy efficiency; and preventive vigilance, as well as human resource development. Further, it operates electric vehicle charging stations; and engages in solar power generation, green hydrogen production, smart metering, and data centers. The company was formerly known as National Power Transmission Corporation Limited and changed its name to Power Grid Corporation of India Limited in October 1992. Power Grid Corporation of India Limited was incorporated in 1989 and is based in Gurugram, India.",9048,"[{'maxAge': 1, 'name': 'Mr. Ravisankar  Ganesan', 'age': 58, 'title': 'CFO, Director of Finance & Director', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 8922765, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Naveen  Srivastava', 'age': 56, 'title': 'Director of Operations & Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 9075673, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Yatindra  Dwivedi', 'age': 57, 'title': 'Director of Personnel & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 9567806, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Satyaprakash  Dash', 'age': 51, 'title': 'Company Secretary & Compliance Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'S.C.  Agarwal', 'title': 'Chief Operating Officer of Telecom', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'P.V.  Nath', 'title': 'Executive Director and CISO of ERP & IT, Information Security', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Yugesh Kumar Dixit', 'title': 'Chief Operating Officer of International Business, BDD & PI', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dharmendra Kumar Madan', 'age': 54, 'title': 'Chief Vigilance Officer', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rajiv  Kumar', 'title': 'Chief Executive Officer of POWERGRID Himachal Transmission Limited', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,10,5,4,9,1759276800,1767139200,[],86400,2,291.5,292.0,287.0,292.0,291.5,292.0,287.0,292.0,11.75,4.03,1755561600,0.65639997,4.99,0.235,18.009375,13.547249,10086916,10086916,11414728,13052166,13052166,0.0,0.0,0,0,2680428691456,247.3,345.4,366.25,29.250008,5.829254,285.946,288.15826,0.0,0.0,INR,False,3958793043968,0.33551997,4260718359,9300603819,0.5134,0.34425,9316348874,99.756,2.8885481,1743379200,1774915200,1751241600,-0.025,154281000960,16.0,21.27,4:3,1694476800,8.609,10.246,-0.09486103,0.19088471,1.25,1755561600,EQUITY,288.15,370.0,240.0,319.0435,323.0,2.34783,buy,23,100772397056,10.825,386377252864,1345939701760,459823611904,145.251,49.445,459823611904,-0.025,0.017,1.0,0.84027,0.53735,INR,POWERGRID.NS,en-US,US,Equity,Delayed Quote,True,HIGH,2.2039795,0.007707677,-0.008270264,-2.8700422e-05,15,15,2.3 - Buy,False,Power Grid Corporation of India Limited,False,1191555900000,-3.350006,287.0 - 292.0,NSE,11414728,40.84999,0.16518395,247.3 - 345.4,-57.25,-0.16574986,-9.486103,1762164000,1762164000,1762164000,1762252200,1762252200,False,16.0,21.27,17.76987,16.215649,POWER GRID CORP. LTD.,POSTPOST,[],1761904802,NSI,finmb_9537783,Asia/Kolkata,IST,19800000,in_market,False,-1.1492302,288.15,
