address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
Divi Towers,1-72/23(P)/DIVIS/303 Cyber Hills Gachibowli,Hyderabad,500032,India,91 40 6696 6300,91 40 6696 6460,https://www.divislabs.com,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Divi's Laboratories Limited engages in the manufacture and sale of generic active pharmaceutical ingredients (APIs), intermediates, and nutraceuticals in India, North America, Asia, Europe, and internationally. The company also undertakes custom synthesis contract manufacturing services of APIs and intermediates; and supplies a range of carotenoids, such as beta carotene, astaxanthin, lycopene, and canthaxanthin, as well as lutein and vitamins used in the food, beverage, dietary supplement, pet food, and feed industries. It also exports its products. The company was formerly known as Divi's Research Center and changed its name to Divi's Laboratories Limited in 1994. Divi's Laboratories Limited was incorporated in 1990 and is based in Hyderabad, India.",10542,"[{'maxAge': 1, 'name': 'Dr. Kiran Satchandra Divi B. Pharm., M.Pharm', 'age': 48, 'title': 'CEO & Whole-Time Director', 'yearBorn': 1976, 'fiscalYear': 2025, 'totalPay': 307700000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Venkata Ramana Nimmagadda B.Sc.(Chem)', 'age': 66, 'title': 'Executive Director', 'yearBorn': 1958, 'fiscalYear': 2025, 'totalPay': 451800000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Murali Krishna Prasad Divi M. Pharm, Ph.D.', 'age': 73, 'title': 'MD & Executive Director', 'yearBorn': 1951, 'fiscalYear': 2025, 'totalPay': 881500000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Devendra Rao Sureddy M.Sc.', 'age': 62, 'title': 'Whole-Time Director (Manufacturing)', 'yearBorn': 1962, 'fiscalYear': 2025, 'totalPay': 31100000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nilima Prasad Divi', 'age': 41, 'title': 'Whole-time Director, Chief Control Officer & Director of Commercial', 'yearBorn': 1983, 'fiscalYear': 2025, 'totalPay': 307000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Manoranjan  Jasti', 'title': 'Chief Information Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. M. Satish Choudhury', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Satya Prakash Divi B.Tech (Mech), MBA, MS (CIS)', 'age': 47, 'title': 'Vice President of Sales, Marketing & Logistics', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Y. T. S. Prasad B.E.', 'age': 55, 'title': 'Global Quality Head', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. M. Ramesh Babu B.Sc.', 'age': 58, 'title': 'Chief Technologist - PDSC', 'yearBorn': 1966, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,1,2,1,1,1759276800,1767139200,[],86400,2,6490.0,6495.0,6383.0,6514.5,6490.0,6495.0,6383.0,6514.5,30.0,0.46,1753401600,0.3455,1.14,0.175,74.03127,114.36057,305872,305872,446912,360762,360762,0.0,0.0,0,0,1709219381248,4955.0,7071.5,7071.5,7.75,17.708447,6145.23,6144.4907,0.0,0.0,INR,False,1687661051904,0.23891,120774930,265468580,0.52091,0.29057,269681718,563.871,11.418392,1743379200,1774915200,1751241600,0.267,23060000768,86.97,56.3,2:1,1442966400,17.485,55.062,0.11831963,0.17868233,30.0,1753401600,EQUITY,6438.5,7800.0,4580.0,6379.1665,6409.5,2.89655,hold,30,35270000640,132.859,30649999360,40000000,96520003584,0.027,363.395,58240000000,0.265,0.138,0.6034,0.31755,0.25601998,INR,DIVISLAB.NS,en-US,US,Equity,Delayed Quote,True,HIGH,2.9 - Hold,False,False,1047440700000,-51.5,6383.0 - 6514.5,NSE,446912,1483.5,0.29939455,4955.0 - 7071.5,-633.0,-0.08951425,11.831963,1762509600,1762509600,1762509600,1754467200,1754467200,False,86.97,56.3,95.46781,67.44158,293.27002,0.047723196,294.00928,0.04784925,15,15,DIVI S LABORATORIES LTD,Divi's Laboratories Limited,[],1761645599,NSI,finmb_9249099,Asia/Kolkata,IST,19800000,in_market,False,-0.79352844,6438.5,POSTPOST,
