address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Mumbai-Pune Road,Akurdi,Pune,411035,India,91 20 6610 4481,91 20 2740 7380,https://www.bajajauto.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Bajaj Auto Limited, together with its subsidiaries, engages in the development, manufacture, and distribution of automobiles in India and internationally. The company offers motorcycles, bikes, commercial vehicles, electric two-wheelers, and three-wheeler, as well as related parts and accessories. It also exports its products. The company was founded in 1945 and is based in Pune, India.",5598,"[{'maxAge': 1, 'name': 'Mr. Rajivnayan Rahulkumar Bajaj', 'age': 54, 'title': 'MD, CEO & Executive Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 585824725, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pradeep  Shrivastava', 'age': 64, 'title': 'Executive Director', 'yearBorn': 1960, 'fiscalYear': 2025, 'totalPay': 283317842, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rakesh  Sharma', 'age': 62, 'title': 'Executive Director', 'yearBorn': 1962, 'fiscalYear': 2025, 'totalPay': 168130754, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dinesh  Thapar', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anand  Newar', 'title': 'Divisional Manager of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rajiv Natvarlal Gandhi C.S', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Baminee  Viswanat', 'title': 'General Counsel', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Deepika  Warrier', 'age': 54, 'title': 'Head of Marketing', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ravi Kyran Ramasamy', 'title': 'Chief Human Resources Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. S.  Ravikumar', 'age': 66, 'title': 'Chief Business Development Officer', 'yearBorn': 1958, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,4,9,1,8,1759276800,1767139200,http://www.bajajauto.com/bajaj_investor_services.asp,[],86400,2,8923.0,8939.5,8802.0,9051.0,8923.0,8939.5,8802.0,9051.0,210.0,2.35,1750377600,0.7729,2.47,0.741,32.7822,51.936104,260982,260982,401997,291789,291789,0.0,0.0,0,0,2482984452096,7089.35,10079.8,12774.0,90.2,4.6641226,8957.25,8427.761,0.0,0.0,INR,False,2492354789376,0.14264,110357022,279222312,0.58687997,0.15484,280421511,1260.082,7.0570803,1743379200,1774915200,1751241600,0.138,75933802496,271.26,171.22,2:1,1283904000,4.682,19.881,-0.09649199,0.19088471,210.0,1750377600,EQUITY,8892.5,12584.0,7900.0,9371.385,9142.0,2.61538,hold,39,92011798528,329.487,125365551104,92550799360,532358299648,26.301,1907.211,173819707392,0.136,0.112,0.32651,0.23549,0.23341998,INR,BAJAJ-AUTO.NS,en-US,US,Equity,Delayed Quote,True,HIGH,-64.75,-0.007228781,464.73926,0.05514386,15,15,2.6 - Hold,False,Bajaj Auto Limited,False,1025495100000,-30.5,8802.0 - 9051.0,NSE,401997,1803.1499,0.25434628,7089.35 - 10079.8,-1187.2998,-0.11779002,-9.6491995,1762509600,1762509600,1762509600,1762519500,1762519500,False,271.26,171.22,355.31,25.027441,BAJAJ AUTO LIMITED,POSTPOST,[],1761904793,NSI,finmb_32669680,Asia/Kolkata,IST,19800000,in_market,False,-0.3418133,8892.5,
