address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
"11/13, Botawala Building","1st Floor Office No 2-6 Horniman Circle, Fort",Mumbai,400001,India,91 22 6121 8400,91 22 6121 8499,https://www.tataconsumer.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Tata Consumer Products Limited, together with its subsidiaries, produces, distributes, and trades in food products in India, the United States, the United Kingdom, and internationally. It operates through Branded Business and Non Branded Business segments. The company provides tea, coffee products, salt, mineral water, food ingredients, sweeteners, ready to cook and ready to eat options, breakfast cereals, snacks, mini meals, pulses, spices, instant noodles, blended masalas, Chinese sauces, pizza and pasta sauces, pasta sauce masala, ginger garlic paste, and dry fruits. It also offers health supplement; glucose drinks; juices; ready-to-drink beverages; food products; honey and preserves; muesli; and momo chutney, easy cook kabuli chana, roll cook ragi atta, corn flakes, oats, rusk, and juices. The company provides its products primarily under the Tata Tea, Tetley, 1868 by Tata Tea, Tata Coffee Grand, Tata Coffee Gold, Tata Coffee Quick Filter, Sonnets by Tata Coffee, Tata Salt, Tata Sampann, Smith & Jones, Tata Soulfull, Himalayan honey and preserves, Ching's Secret, Tata Simply Better, Himalayan water, Tata Copper+, Tata Gluco+, Tata Fruski, Good Earth, Teapigs, Eight O'Clock, Tata Raasa, Vitax, Laager, Joyfull, Tea4Kidz, Society Coffee, Tata Tea Vita Care, Tata Tea Chakra Gold, Tata Salt Rock Salt, Spice Mix, Tata Tea Gold, Tata Tea Premium, Kanan Devan, Chakra Gold, Agni, 1868 collection, and Say Never brands. The company was formerly known as Tata Global Beverages Limited and changed its name to Tata Consumer Products Limited in February 2020. Tata Consumer Products Limited was incorporated in 1962 and is based in Mumbai, India.",10595,"[{'maxAge': 1, 'name': ""Mr. Sunil Alaric D'Souza"", 'age': 57, 'title': 'MD, CEO & Executive Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 130103000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ajit Sukumar Krishna Kumar', 'title': 'COO & Executive Director', 'fiscalYear': 2025, 'totalPay': 45824000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Delnaz Dara Harda', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'totalPay': 5763000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sivakumar  Sivasankaran', 'title': 'Senior VP & CFO of India', 'fiscalYear': 2025, 'totalPay': 21180000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Punit  Gupta', 'title': 'President & Head of Sales for India', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ashish  Goenka', 'age': 45, 'title': 'Group Chief Financial Officer', 'yearBorn': 1979, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. S. K. Roychaudhuri', 'age': 67, 'title': 'Chief Information Officer and Director of Application Support & Development - Asia Regions', 'yearBorn': 1957, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nidhi  Verma', 'title': 'Head of Investor Relations & Corporate Communication', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rishi  Gautam', 'title': 'Global General Counsel', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tarun N P Varma', 'title': 'Global CHRO & Sustainability Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,4,7,6,5,1759276800,1767139200,[],86400,2,1169.9,1169.3,1157.8,1176.4,1169.9,1169.3,1157.8,1176.4,8.25,0.71,1748476800,0.6152,0.7,0.389,86.90707,78.23963,842560,842560,1067050,1254065,1254065,0.0,0.0,1156823646208,882.9,1191.2,1269.0,11.755,6.410722,1114.88,1076.1963,0.0,0.0,INR,False,1164344950784,0.07328,638097935,989541732,0.34375998,0.31649,989668607,202.133,5.7828264,1743379200,1774915200,1751241600,0.151,13223000064,13.45,14.94,10:1,1277856000,6.452,49.598,0.17927527,0.17868233,8.25,1748476800,EQUITY,1168.9,1340.0,1065.0,1214.2858,1210.0,2.0,buy,28,31088400384,31.418,23475474432,23926800384,180451393536,11.186,183.1,73373097984,0.105,0.098,0.40660998,0.13009,0.09584,INR,TATACONSUM.NS,en-US,US,Equity,Delayed Quote,True,HIGH,2.0 - Buy,False,False,820467900000,-1.0,1157.8 - 1176.4,NSE,1067050,286.0,0.3239325,882.9 - 1191.2,-22.299927,-0.018720558,17.927528,1762164000,1762164000,1762164000,1762169400,1762169400,False,13.45,14.94,16.80228,69.56794,54.02002,0.048453663,92.703735,0.08614017,15,15,TATA CONSUMER PRODUCT LTD,Tata Consumer Products Limited,[],1761645599,NSI,finmb_121597,Asia/Kolkata,IST,19800000,in_market,False,-0.08547739,1168.9,POSTPOST,
