Date,Close,High,Low,Open,Volume
2025-01-01,1397.73974609375,1402.031504469862,1382.3190226760246,1389.555250169965,511676
2025-01-02,1419.5482177734375,1422.7920438994795,1395.3942381241218,1401.3328864502769,1083889
2025-01-03,1444.9498291015625,1448.243608994534,1422.193214206631,1425.5368260140892,1107442
2025-01-06,1431.9246826171875,1459.871492243916,1422.492561265114,1447.2454985270135,1012018
2025-01-07,1474.9427490234375,1487.9680069449023,1431.6251707341723,1444.251164159644,2362510
2025-01-08,1460.3704833984375,1481.8296399231692,1452.2359415574258,1475.890870014438,1229808
2025-01-09,1465.660400390625,1478.3861797677616,1450.2397988219334,1455.030729205165,1253461
2025-01-10,1475.4918212890625,1485.1733461137085,1455.879124709594,1467.1077538384775,1124758
2025-01-13,1464.6124267578125,1475.491744560178,1442.903744904204,1475.491744560178,1444590
2025-01-14,1496.4019775390625,1501.1429542896449,1466.0597019676509,1472.1980436018791,2024378
2025-01-15,1469.9522705078125,1501.991266940197,1466.558704996196,1501.6419561901232,1433596
2025-01-16,1510.724609375,1542.0649835705906,1483.1770651041409,1483.1770651041409,2929496
2025-01-17,1537.5736083984375,1552.0460636543785,1497.15054371805,1516.6135007863847,2603818
2025-01-20,1496.85107421875,1544.8597994244317,1484.4747271174874,1544.8597994244317,4033718
2025-01-21,1463.76416015625,1503.0892176341872,1457.2265539357572,1496.8510902628868,877160
2025-01-22,1457.2764892578125,1467.956114447028,1447.295485589976,1463.3149233737993,631080
2025-01-23,1447.095703125,1460.919367984322,1444.400881036329,1455.280198730681,1301601
2025-01-24,1437.6636962890625,1452.8347721116004,1415.4559646171306,1448.5430139252426,1504123
2025-01-27,1421.694091796875,1443.2030801604776,1413.310024908548,1432.2739306100043,896819
2025-01-28,1416.803466796875,1432.9726439594342,1409.1679746440575,1417.3025169789098,1527262
2025-01-29,1458.124755859375,1467.3072299042972,1407.8204762605458,1416.8033789803933,1021447
2025-01-30,1470.10205078125,1477.1885389993051,1451.1381438616645,1463.115348231929,1016159
2025-01-31,1480.7816162109375,1487.1694826517562,1464.213175201427,1476.8890005799371,892312
2025-02-01,1451.587158203125,1525.0972702363222,1369.9426261325289,1472.7967897427336,4329907
2025-02-03,1457.176513671875,1479.0848888022822,1431.625169843644,1431.625169843644,1127198
2025-02-04,1469.6029052734375,1475.8908640569043,1451.2877891462683,1458.4740625669203,614905
2025-02-05,1466.359130859375,1481.4803752953633,1462.2169901033435,1469.602956946635,791375
2025-02-06,1462.3167724609375,1477.5877562802436,1453.683180219001,1467.2074884568108,1510856
2025-02-07,1468.1556396484375,1473.14614132553,1451.4874127823168,1469.6527901515651,562410
2025-02-10,1445.4488525390625,1471.748893766587,1442.2549802109872,1460.1210005273056,530759
2025-02-11,1416.304443359375,1447.2455552298054,1400.235051562095,1445.4489258051842,1448104
2025-02-12,1449.3914794921875,1464.1632918939656,1404.826273517018,1424.7383272020138,1590502
2025-02-13,1467.70654296875,1476.58966032006,1443.2530847553978,1449.3914261848008,983142
2025-02-14,1462.6661376953125,1474.343985121093,1447.245535722467,1467.7065932964742,625676
2025-02-17,1473.3956298828125,1478.7355640156563,1449.091911685564,1457.7255037405844,717439
2025-02-18,1472.54736328125,1478.1866547653592,1451.6372091689936,1473.4456779860643,679042
2025-02-19,1472.796875,1479.3843130447758,1462.2669892467725,1472.19803914837,391966
2025-02-20,1467.0079345703125,1486.82020203405,1463.2151045271655,1470.2018069362312,346720
2025-02-21,1492.559326171875,1498.5479284260043,1458.9232704081264,1466.9080734136323,1051158
2025-02-24,1483.6761474609375,1492.3595716370464,1472.3975649439965,1477.1884952856965,1116079
2025-02-25,1468.9542236328125,1481.2309069533248,1460.6699418034034,1477.188551708213,964505
2025-02-27,1466.9580078125,1477.088750859754,1451.2379271028235,1461.218930728015,1421562
2025-02-28,1427.7825927734375,1459.272708479798,1409.1679963293982,1457.2265539665982,2397364
2025-03-03,1405.8243408203125,1449.3914453987222,1402.4307752678294,1429.82870293639,1056418
2025-03-04,1390.45361328125,1412.3120359437537,1387.3595264747826,1389.555298572682,977231
2025-03-05,1418.0010986328125,1421.2948784770108,1377.2287242745233,1388.5073068067943,1118219
2025-03-06,1418.60009765625,1423.6903851505906,1392.350009318672,1414.408003019763,1606815
2025-03-07,1411.5999755859375,1446.199951171875,1406.550048828125,1421.3499755859375,901496
2025-03-10,1419.449951171875,1427.75,1404.3499755859375,1419.0,1092967
2025-03-11,1417.25,1424.4000244140625,1397.449951171875,1403.0,691907
2025-03-12,1409.0,1425.0,1404.5,1425.0,734156
2025-03-13,1385.550048828125,1413.949951171875,1382.6500244140625,1411.699951171875,911321
2025-03-17,1434.25,1441.300048828125,1392.0,1392.0,1352197
2025-03-18,1434.25,1434.25,1434.25,1434.25,0
2025-03-19,1484.9000244140625,1488.9000244140625,1455.0,1457.949951171875,917293
2025-03-20,1498.3499755859375,1506.300048828125,1488.5,1492.0,798992
2025-03-21,1546.4000244140625,1553.300048828125,1493.449951171875,1500.0,1977397
2025-03-24,1569.800048828125,1584.0,1541.699951171875,1550.0,1229003
2025-03-25,1557.199951171875,1583.9000244140625,1551.300048828125,1577.6500244140625,1241287
2025-03-26,1541.300048828125,1570.300048828125,1533.449951171875,1564.300048828125,1106876
2025-03-27,1544.9000244140625,1552.0999755859375,1529.6500244140625,1541.4000244140625,1405775
2025-03-28,1547.8499755859375,1564.5,1534.75,1544.9000244140625,1120169
2025-04-01,1545.25,1566.4000244140625,1535.3499755859375,1537.75,937836
2025-04-02,1559.8499755859375,1563.1500244140625,1542.300048828125,1543.0,1876774
2025-04-03,1542.25,1558.9000244140625,1540.0,1546.0,373548
2025-04-04,1512.5999755859375,1546.9000244140625,1501.0999755859375,1536.3499755859375,826558
2025-04-07,1460.800048828125,1485.5,1430.550048828125,1450.0,916977
2025-04-08,1488.0,1498.050048828125,1458.050048828125,1490.0,2142568
2025-04-09,1481.6500244140625,1499.9000244140625,1475.0,1488.0,1047950
2025-04-11,1521.9000244140625,1539.0,1500.050048828125,1539.0,1134200
2025-04-15,1562.5999755859375,1574.0999755859375,1525.0,1555.5,1363406
2025-04-16,1565.4000244140625,1576.800048828125,1548.5,1548.5,784495
2025-04-17,1608.199951171875,1615.0,1549.4000244140625,1558.0,1500299
2025-04-21,1628.5,1630.699951171875,1595.300048828125,1618.0,1016066
2025-04-22,1619.0,1639.9000244140625,1612.800048828125,1627.800048828125,1102055
2025-04-23,1615.5,1625.0,1601.0,1625.0,1136215
2025-04-24,1608.199951171875,1636.5999755859375,1603.0,1612.9000244140625,857476
2025-04-25,1695.0999755859375,1762.0,1651.0999755859375,1723.5,10321746
2025-04-28,1736.0999755859375,1755.0,1681.4000244140625,1690.0,2100813
2025-04-29,1730.0999755859375,1764.9000244140625,1721.0,1733.9000244140625,2049847
2025-04-30,1765.800048828125,1772.5,1718.5,1722.0,2031563
2025-05-02,1762.199951171875,1777.0999755859375,1747.5999755859375,1761.0,902461
2025-05-05,1769.9000244140625,1787.5999755859375,1766.9000244140625,1773.0,947983
2025-05-06,1726.0,1797.800048828125,1717.199951171875,1770.0,1295777
2025-05-07,1744.5,1756.5,1712.300048828125,1714.0,753313
2025-05-08,1731.5,1744.0,1721.0999755859375,1741.300048828125,1107891
2025-05-09,1699.800048828125,1728.699951171875,1693.0999755859375,1706.0,1076900
2025-05-12,1751.5,1756.9000244140625,1720.0,1725.0,728808
2025-05-13,1740.0,1756.0,1732.300048828125,1742.699951171875,478541
2025-05-14,1755.199951171875,1760.0,1737.4000244140625,1741.0,603108
2025-05-15,1784.5999755859375,1788.4000244140625,1737.0999755859375,1757.699951171875,1318425
2025-05-16,1773.4000244140625,1790.9000244140625,1767.9000244140625,1790.0,696146
2025-05-19,1770.0,1781.199951171875,1764.4000244140625,1773.0999755859375,288530
2025-05-20,1757.800048828125,1778.800048828125,1753.300048828125,1778.800048828125,529693
2025-05-21,1763.9000244140625,1777.9000244140625,1751.199951171875,1756.9000244140625,521050
2025-05-22,1759.300048828125,1768.699951171875,1741.199951171875,1766.300048828125,1103303
2025-05-23,1798.699951171875,1806.0,1759.800048828125,1765.0,1067774
2025-05-26,1801.5999755859375,1810.0999755859375,1790.0999755859375,1806.0,633624
2025-05-27,1803.300048828125,1809.5999755859375,1794.0,1801.5999755859375,1219984
2025-05-28,1807.4000244140625,1814.5,1802.0999755859375,1810.5999755859375,763018
2025-05-29,1825.0,1830.0,1801.4000244140625,1807.5999755859375,1189803
2025-05-30,1812.199951171875,1833.9000244140625,1804.9000244140625,1825.0,1364259
2025-06-02,1802.5,1829.0,1795.5999755859375,1812.199951171875,1238769
2025-06-03,1775.300048828125,1814.0,1770.0999755859375,1809.800048828125,1576208
2025-06-04,1775.9000244140625,1779.0999755859375,1762.300048828125,1775.0,918721
2025-06-05,1774.800048828125,1791.0,1765.0,1782.0,912222
2025-06-06,1780.5999755859375,1783.5,1751.300048828125,1774.800048828125,1589674
2025-06-09,1790.800048828125,1799.0,1759.0999755859375,1789.5999755859375,1221496
2025-06-10,1785.5,1796.5999755859375,1772.0,1790.9000244140625,1400311
2025-06-11,1799.300048828125,1800.9000244140625,1774.0,1785.5,1089930
2025-06-12,1766.0,1812.300048828125,1760.0,1799.9000244140625,984693
2025-06-13,1755.199951171875,1766.5,1720.0,1720.0,1774169
2025-06-16,1797.800048828125,1800.0,1751.9000244140625,1762.0,728053
2025-06-17,1800.199951171875,1806.699951171875,1785.4000244140625,1796.0999755859375,557790
2025-06-18,1797.199951171875,1805.0,1791.300048828125,1800.0,349531
2025-06-19,1789.4000244140625,1804.9000244140625,1781.0,1795.0,537885
2025-06-20,1810.9000244140625,1821.0,1779.0999755859375,1787.0999755859375,1669329
2025-06-23,1818.5999755859375,1826.199951171875,1798.5999755859375,1810.0,627282
2025-06-24,1843.0,1850.9000244140625,1828.0,1832.199951171875,876488
2025-06-25,1842.699951171875,1855.0,1825.0,1843.0,990856
2025-06-26,1860.800048828125,1866.4000244140625,1842.699951171875,1850.0,1147822
2025-06-27,1850.5999755859375,1862.9000244140625,1815.300048828125,1848.0,6763121
2025-06-30,1838.300048828125,1855.0999755859375,1826.0999755859375,1846.0,1362010
2025-07-01,1862.5,1865.300048828125,1827.300048828125,1831.0,667136
2025-07-02,1856.800048828125,1875.0,1852.0999755859375,1865.0,1072946
2025-07-03,1810.199951171875,1861.800048828125,1803.0,1850.0,916863
2025-07-04,1799.699951171875,1812.0999755859375,1783.0999755859375,1806.0,685665
2025-07-07,1808.300048828125,1811.800048828125,1792.199951171875,1799.699951171875,376143
2025-07-08,1816.9000244140625,1818.800048828125,1797.300048828125,1801.0,616714
2025-07-09,1814.9000244140625,1821.0,1799.0,1820.0,597896
2025-07-10,1810.199951171875,1823.5,1801.4000244140625,1811.0,1104366
