Date,Close,High,Low,Open,Volume
2025-01-01,1841.9105224609375,1865.994710979209,1838.0089544801235,1847.1609461170667,880695
2025-01-02,1899.9534912109375,1903.9033923615127,1840.0802902881496,1841.9105946083696,3487645
2025-01-03,1875.3397216796875,1919.1247357870257,1869.896670756684,1907.4680103545777,2853344
2025-01-06,1881.5052490234375,1901.1097573182528,1859.2995774962865,1879.7711402018804,1789037
2025-01-07,1845.7159423828125,1908.43114738128,1838.972369423868,1888.2004285044463,2494547
2025-01-08,1861.4671630859375,1867.4882109675711,1825.1482493033584,1836.46781932083,2372138
2025-01-09,1863.9237060546875,1873.220109448166,1849.6658183322752,1856.2167651449697,2742139
2025-01-10,1922.0146484375,1928.9990634401013,1864.3571219012597,1865.079647591184,4802079
2025-01-13,1916.5234375,1938.488147195578,1893.4026161792365,1921.8219590526749,5694121
2025-01-14,1747.1153564453125,1867.9697747169912,1731.8941013395931,1865.1759851597917,15819311
2025-01-15,1758.8203125,1776.0165195315933,1746.152121686535,1768.7430465653758,3350594
2025-01-16,1726.595703125,1770.621558517039,1719.9003448712474,1765.852935599456,5362008
2025-01-17,1740.8521728515625,1744.9393180377915,1703.0456641082012,1725.379205289454,2424374
2025-01-20,1747.9560546875,1750.6808973751688,1715.2585363936853,1742.0199175375524,3401004
2025-01-21,1753.9896240234375,1771.8467402811234,1743.2850714252816,1743.2850714252816,4005357
2025-01-22,1778.6099853515625,1782.259264567657,1755.595292795373,1759.6337334278714,3009261
2025-01-23,1758.466064453125,1779.8264652567473,1755.7412217065453,1768.2461805628952,3750930
2025-01-24,1744.696044921875,1780.2644006128137,1742.9930479504662,1751.6540277348167,3171259
2025-01-27,1665.968994140625,1731.9480136041072,1661.4439826908647,1727.325593003113,4174844
2025-01-28,1647.771240234375,1684.0207478078169,1645.5816726628248,1665.9689320901568,5079829
2025-01-29,1672.82958984375,1677.7925858109618,1650.4473440226875,1650.4473440226875,3733620
2025-01-30,1667.088134765625,1686.404963465821,1652.247731743332,1675.749115041883,2543744
2025-01-31,1679.1064453125,1691.513995681141,1663.1470245775297,1663.1470245775297,2033832
2025-02-01,1648.5009765625,1685.4316327415645,1642.6621301283942,1679.64149087773,569018
2025-02-03,1646.5546875,1654.9236769287295,1616.8738849179963,1620.279878656915,2659929
2025-02-04,1686.015625,1689.275623858376,1646.6034112756772,1649.5714202935153,3647768
2025-02-05,1666.8448486328125,1699.8830630129648,1664.0714200244347,1683.5342436504516,2681942
2025-02-06,1677.208740234375,1682.0257413189136,1666.84476342499,1677.5493158720906,2057798
2025-02-07,1679.3011474609375,1684.5074291595706,1654.972617288211,1676.8682944436648,2428098
2025-02-10,1687.28076171875,1693.2656035586222,1666.1149416742671,1677.6466405608633,1823071
2025-02-11,1676.916748046875,1702.023836722735,1668.937038295878,1695.9904092321417,1702553
2025-02-12,1671.1751708984375,1695.6009874690476,1653.5126371014578,1677.5978780632577,2214307
