address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through IT Services and IT Products segments. The IT Services segment offers AI-powered IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as communications, media and information services, software and gaming, new age technology, consumer goods, healthcare, medical devices and life sciences, and technology products and services, as well as banking and financial services, energy, manufacturing and resources, capital markets and insurance, and hi-tech. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the India market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The company was incorporated in 1945 and is based in Bengaluru, India.",230000,"[{'maxAge': 1, 'name': 'Mr. Rishad Azim Hasham Premji Jr.', 'age': 47, 'title': 'Executive Chairman', 'yearBorn': 1977, 'fiscalYear': 2025, 'totalPay': 142213976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Srinivas  Pallia', 'age': 57, 'title': 'CEO, MD, Executive Director & Member of Executive Board', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 554755986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Aparna C. Iyer', 'age': 43, 'title': 'Senior VP, CFO & Member of Executive Board', 'yearBorn': 1981, 'fiscalYear': 2025, 'totalPay': 74806520, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Saurabh  Govil', 'age': 56, 'title': 'Chief Human Resources Officer & Executive Board Member', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nagendra P. Bandaru', 'title': 'Managing Partner of Wipro Enterprise Futuring & Executive Board Member', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Suzanne  Dann', 'title': 'CEO of Americas 2 & Executive Board Member', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jasjit Singh Kang', 'title': 'Managing Partner, Global Head of Business Process Services & Member of Executive Board', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Malay  Joshi', 'title': 'CEO for Americas 1 Strategic Market Unit & Member of Executive Board', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sanjeev  Jain', 'title': 'Chief Operating Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Omkar Bhalchandra Nisal', 'title': 'CEO of Europe Strategic Market Unit & Member of Executive Board', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,3,9,4,4,1759276800,1767139200,[],86400,2,241.92,242.11,240.5,243.19,241.92,242.11,240.5,243.19,11.0,4.55,1753660800,0.856,0.88,0.583,18.729181,9.520174,5656832,5656832,9022198,12997520,12997520,0.0,0.0,0,0,2520397905920,228.0,324.6,369.925,0.36875,2.8112216,246.8254,259.79626,5.0,0.020667989,INR,False,2185717088256,0.15057999,3056842673,10472422455,0.72738,0.14609,10488872193,82.193,2.9281082,1743379200,1774915200,1759190400,0.012,134999998464,12.85,25.28,2:1,1733184000,2.438,12.725,-0.12244493,0.19088471,5.0,1753660800,EQUITY,240.67,300.0,185.0,252.97675,260.0,3.18605,hold,43,511180013568,48.815,171759992832,161637007360,2.157,2.256,896548995072,18.738,85.652,0.073070005,0.16108999,270023000064,126163623936,161768996864,0.01,0.018,0.30118,0.19158001,0.16420999,INR,WIPRO.NS,en-US,US,Equity,Delayed Quote,True,HIGH,-6.1553955,-0.02493826,-19.126266,-0.07362025,15,15,3.2 - Hold,False,Wipro Limited,False,820467900000,-1.25,240.5 - 243.19,NSE,9022198,12.669998,0.055570167,228.0 - 324.6,-83.93001,-0.2585644,-12.244493,1760608800,1768557600,1768557600,1760621400,1760621400,True,12.85,25.28,12.71757,18.924212,WIPRO LTD,POSTPOST,[],1761904800,NSI,finmb_598611,Asia/Kolkata,IST,19800000,in_market,False,-0.51669973,240.67,3.6021
