address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,shortName,longName,trailingPegRatio
Integrity # 193,Veerasandra Electronics City P.O. Off Hosur Main Road,Bengaluru,560100,India,91 80 6704 7000,91 80 6704 6262,https://www.titancompany.in,Luxury Goods,luxury-goods,Luxury Goods,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Titan Company Limited, together with its subsidiaries, manufactures and sells watches, jewelry, eyewear, and other accessories and products in India and internationally. It operates through four segments: Watches and Wearables, Jewellery, Eyecare, and Others. The company designs, manufactures, and retails watches and wearables under the Nebula, Titan, Titan Clocks, Zoop, Titan Octane, Raga, Xylys, Edge, Fastrack, Sonata, Titan Smart, Fastrack smart, SF, Titan World, and Helios brands; jewellery products under the Mia, CaratLane, Tanishq, and Zoya brands; and eyecare products under the Titan Glares, Titan Eye+ and Fastrack Eyecare brands. It also offers sarees, dress materials, and ready-to-wear kurtas under the Taneira brand; perfumes under the SKINN brand; belts and wallets under the TITAN brand; and bags under the Fastrack and IRTH brands. In addition, the company provides manufacturing services and automation solutions for aerospace, defense, transportation, electrical and electronics, and medical sectors. It offers its products through owned and franchised retail stores, as well as online. The company was formerly known as Titan Industries Limited and changed its name to Titan Company Limited in August 2013. Titan Company Limited was incorporated in 1984 and is based in Bengaluru, India.",9191,"[{'maxAge': 1, 'name': 'Mr. Coimbatore Krishnamurthy Venkataraman B.Sc., PGDM', 'age': 64, 'title': 'MD & Director', 'yearBorn': 1960, 'fiscalYear': 2025, 'totalPay': 130158174, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ashok Kumar Sonthalia A.C.A., B.Sc.', 'age': 56, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ravi  Kuppuraj', 'title': 'COO & Business Head of Titan Smart Wearables Business', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Krishnan  Venkateswaran', 'title': 'Chief Digital & Information Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dinesh Shivanna Shetty', 'title': 'General Counsel, Compliance Officer & Company Secretary', 'fiscalYear': 2025, 'totalPay': 8162400, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Swadesh Kumar Behera', 'title': 'Chief People Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ajoy  Chawla B.E., PGDM', 'age': 57, 'title': 'Chief Executive Officer- Jewellery', 'yearBorn': 1967, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Arun  Narayan', 'age': 52, 'title': 'VP & Head of Retail Tanishq', 'yearBorn': 1972, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Revathi  Kant', 'age': 55, 'title': 'Chief Design Officer', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. N. E. Sridhar', 'title': 'Chief Sustainability Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,8,5,6,7,1759276800,1767139200,[],86400,2,3739.8,3750.0,3688.1,3770.0,3739.8,3750.0,3688.1,3770.0,11.0,0.29,1751932800,0.0,0.28,0.253,88.7324,66.16234,1482957,1482957,982907,943195,943195,0.0,0.0,0,0,3297147092992,2925.0,3800.0,3886.95,1.35,5.174999,3567.152,3416.335,0.0,0.0,INR,False,3504442703872,0.058280002,321893506,887045260,0.58654,0.19296,900751254,130.932,28.38878,1743379200,1774915200,1751241600,0.526,37129998336,41.89,56.18,10:1,1308787200,5.5,59.872,0.1390022,0.17868233,11.0,1751932800,EQUITY,3717.0,4700.0,3350.0,4011.8857,3953.0,1.74286,buy,35,23470000128,26.437,58532499456,207769993216,637129981952,178.742,718.277,137270001664,0.526,0.246,0.21545,0.09187,0.09962,INR,TITAN.NS,en-US,US,Equity,Delayed Quote,True,HIGH,-0.6096596,3717.0,149.8479,0.042007715,300.66504,0.08800807,15,15,1.7 - Buy,False,POSTPOST,[],1761645593,NSI,finmb_708276,Asia/Kolkata,IST,19800000,in_market,False,False,820467900000,-22.800049,3688.1 - 3770.0,NSE,982907,792.0,0.27076924,2925.0 - 3800.0,-83.0,-0.021842105,13.900221,1762164000,1762164000,1762164000,1762223400,1762223400,False,41.89,56.18,53.59539,69.35298,TITAN COMPANY LIMITED,Titan Company Limited,
