address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Birla Centurion,7th Floor Pandurang Budhkar Road Worli,Mumbai,400030,India,91 22 6662 6666,https://www.hindalco.com,Aluminum,aluminum,Aluminum,Basic Materials,basic-materials,Basic Materials,"Hindalco Industries Limited, together with its subsidiaries, manufactures and distributes aluminum and copper products in India, the United States, Brazil, South Korea, the United Kingdom, Germany, China, and internationally. It operates through Novelis, Aluminium Upstream, Aluminium Downstream, and Copper segments. The company offers primary aluminum, such as ingots, wirerods, primary foundry alloys, and billets; flat rolled products, including building and pattern sheets, PCB entry and cold-rolled sheets, closure and fin stocks, cable wrap and lamp cap stocks, foil and litho stocks, spiral fin stocks, circles, hot-rolled plates, cold-rolled coils, and flooring sheets/tread plates; extrusions; and foils, as well as aluminium sheet and light gauge products. It also engages in bauxite and coal mining, refineries, and metal and power; and specialty alumina solutions, including refractory, ceramic, polishing, flame retardant, battery, and water treatment solutions. In addition, the company provides copper wire and recycled rods, alloy rods, IGT tubes, and cathodes; precious metals, such as gold and silver bars, selenium, and platinum group metals; and di-ammonium phosphate, as well as internally grooved copper tube and copper scrap recycling operations. Further, it provides investment, cargo, management, aluminum import and export, engineering, cash management, sales, and welfare services. The company exports its products. It offers its products under the PrizTec, EcoEdge G, EcoEdge C, Everlast, Eternia, Freshwrapp, FUSALOX, and Totalis brands. The company serves the building and construction, batteries and renewable energy, commercial transport, consumer durables, circularity and home solutions, defence and aerospace, electrical and power, industrial machinery, packaging, and personal mobility industries. Hindalco Industries Limited was incorporated in 1958 and is headquartered in Mumbai, India.",78999,"[{'maxAge': 1, 'name': 'Mr. Satish  Pai', 'age': 63, 'title': 'MD & Executive Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anil Kumar Malik IAS', 'title': 'President', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bharat  Goenka', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Subir  Sen', 'title': 'Deputy GM & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. V. R. Shankar', 'title': 'Head - Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Geetika Raghunandan Anand', 'age': 38, 'title': 'Company Secretary & Compliance Officer', 'yearBorn': 1986, 'fiscalYear': 2024, 'totalPay': 10065558, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Samik  Basu', 'title': 'Chief Human Resource Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Pragnya  Ram', 'age': 79, 'title': 'Group Executive President of CSR, Legacy Documentation & Archives', 'yearBorn': 1945, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anil  Mathew', 'title': 'Head of Policy Advocacy & Chief Risk Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sukanta  Das', 'title': 'Chief Logistics Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,10,7,1,10,1759276800,1735603200,http://www.hindalco.com/investors/investor_center/overview.htm,[],86400,2,861.35,856.95,845.7,860.6,861.35,856.95,845.7,860.6,5.0,0.58,1754611200,0.046,0.61,0.987,11.14712,4138075,4138075,4867777,6340697,6340697,0.0,0.0,0,0,1895052869632,546.45,864.0,864.0,4.706867,0.77124023,760.413,678.2925,5.0,0.0058048414,INR,False,2329178800128,11.9553995,0.068909995,1395770726,2235127576,0.36848998,0.41851002,2235127576,557.136,1.5218008,1743379200,1774915200,1751241600,0.303,169309995008,76.06,10:1,1125360000,0.948,7.049,0.2467072,0.19088471,5.0,1754611200,EQUITY,847.85,950.0,615.0,794.46155,796.5,2.12,buy,26,239939993600,108.059,330419994624,656419979264,2457149898752,53.056,1106.423,0.14729999,795199995904,0.303,0.127,0.32362998,0.13447,0.09327,INR,HINDALCO.NS,en-US,US,Equity,Delayed Quote,True,HIGH,87.43695,0.11498613,169.5575,0.24997696,15,15,2.1 - Buy,False,Hindalco Industries Limited,False,820467900000,-13.5,845.7 - 860.6,NSE,4867777,301.39996,0.55156,546.45 - 864.0,-16.150024,-0.018692158,24.67072,1762509600,1762509600,1762509600,1762513200,1762513200,False,76.06,67.54392,12.552572,HINDALCO  INDUSTRIES  LTD,POSTPOST,[],1761904801,NSI,finmb_878428,Asia/Kolkata,IST,19800000,in_market,False,-1.5673071,847.85,
