address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,corporateActions,regularMarketTime,trailingPegRatio
Bajaj Finserv Corporate Office,6th Floor Off Pune-Ahmednagar Road Viman Nagar,Pune,411014,India,91 20 7150 5700,91 20 7150 5792,https://www.bajajfinserv.in,Financial Conglomerates,financial-conglomerates,Financial Conglomerates,Financial Services,financial-services,Financial Services,"Bajaj Finserv Ltd., through its subsidiaries, provides financial services in India. The company operates through Life Insurance, General Insurance, Windmill, Retail Financing, and Investments and Others segments. It offers personal, business, home, home renovation, commercial, car, and gold loans; two- and three-wheeler loans; mortgages; education loans; unsecured and secured loans to small and medium-sized enterprises and professionals, as well as micro, small and medium enterprises; loans against properties, securities, car, mutual funds, bonds, and insurance policy; financing for products, such as consumer electronics, digital, lifecare, furniture, etc.; developer financing; and lease rental discounting products. The company also provides investment products, including fixed deposits, systematic deposit plans, and mutual funds; savings products; life, health, motor, fire, engineering, liabilities, marine, crop, car, two-wheeler, pet, home, travel, and personal accident insurance products; wealth management and retirement planning services; healthcare services comprising wellness, outpatient, and inpatient services; and wallets and credit cards. In addition, it offers pocket subscription plans; bill and recharge services; digital technology services; and trading and demat account, stock broking, margin trading, and HNI and retail broking services, as well as gold loans. Further, the company owns and operates 138 windmills with total installed capacity of 65.2 megawatts. Bajaj Finserv Ltd. was incorporated in 2007 and is based in Pune, India.",104668,"[{'maxAge': 1, 'name': 'Mr. Sanjivnayan Rahulkumar Bajaj', 'age': 55, 'title': 'Executive Chairman & MD', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 374400000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ramandeep Singh Sahni', 'title': 'Chief Financial Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Purav A. Jhaveri C.F.A., F.R.M.', 'title': 'President of Investments & CIO', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. V.  Rajagopalan', 'age': 68, 'title': 'President of Legal & Taxation', 'yearBorn': 1956, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Uma Omkar Shende', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Freeda  Dsouza', 'title': 'Head of Group Corporate Communications', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anish Praful Amin', 'age': 60, 'title': 'President of Group Assurance, Risk & Human Resources', 'yearBorn': 1964, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sreenivasan  Sivasubramoniam C.F.A.', 'age': 63, 'title': 'President of Insurance & Special Projects', 'yearBorn': 1961, 'fiscalYear': 2025, 'totalPay': 59791373, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tarun  Chugh', 'title': 'MD & CEO of Bajaj Allianz Life Insurance Company Ltd.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rakesh  Bhatt BSc, MCA', 'age': 55, 'title': 'Executive Director of Bajaj Finance Ltd.', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,http://www.bajajfinserv.in/inv-stock-price.asp,[],86400,2,2114.6,2115.0,2085.4,2128.9,2114.6,2115.0,2085.4,2128.9,1.0,0.05,1750982400,0.016900001,0.14,0.615,35.394917,42.264725,586174,586174,987795,788599,788599,0.0,0.0,0,0,3333442240512,1551.65,2195.0,3375.2,8.660411,2.4581406,2042.328,1970.2452,1.0,0.00047290264,INR,False,6627873259520,0.07023,561045298,1596246827,0.64197,0.14168,1596806207,453.603,4.6038055,1743379200,1774915200,1751241600,0.305,95236603904,59.0,49.41,5:1,1663027200,4.888,12.994,0.20510626,0.19088471,1.0,1750982400,EQUITY,2088.3,2430.0,1450.0,2159.5625,2206.5,2.3125,buy,16,147385401344,92.478,510060232704,2844741074944,1356082839552,221.494,850.155,0.16087,683767889920,0.301,0.129,0.50422,0.37612998,0.40112,INR,BAJAJFINSV.NS,en-US,US,Equity,Delayed Quote,True,HIGH,POSTPOST,NSI,finmb_41356562,Asia/Kolkata,IST,19800000,in_market,False,-1.2437363,2088.3,BAJAJ FINSERV LTD.,2.3 - Buy,False,False,1029123900000,Bajaj Finserv Ltd.,-26.300049,2085.4 - 2128.9,NSE,987795,536.65,0.34585765,1551.65 - 2195.0,-106.69995,-0.048610456,20.510626,1762855200,1762855200,1762855200,1753448400,1753448400,False,59.0,49.41,68.24806,30.598671,45.972046,0.022509629,118.05481,0.05991884,15,15,Bajaj Finserv Limited,2025-10-31,[],1761904800,
