address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,regularMarketChangePercent,regularMarketPrice,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,trailingPegRatio
Coal Bhawan,"3rd floor Core-2, Premises No-04 MAR Plot No-AF-III, Action Area-1A, New Town, Rajarhat",Kolkata,700156,India,91 33 2324 5555,91 33 2324 6510,https://www.coalindia.in,Thermal Coal,thermal-coal,Thermal Coal,Energy,energy,Energy,"Coal India Limited, together with its subsidiaries, produces and sells coal and coal products in India. The company offers coking coal for steel making and metallurgical industries, as well as for hard coke manufacturing; semi coking coal for blend-able coal in steel making, merchant coke manufacturing, and other metallurgical industries; and non-coking coal for thermal grade coal for cement, fertilizer, glass, ceramic, paper, chemical, and brick manufacturing, as well as power generation and other heating purposes. It also provides washed and beneficiated coal for manufacturing of hard coke for steel making and power generation, as well as for cement, sponge iron, and other industrial plants; middling products for power generation, domestic fuel plants, brick manufacturing units, cement plants, and industrial plants, etc.; and rejects products for fluidized bed combustion boilers for power generation, road repairs, briquette making, and land filling, etc. In addition, the company offers CIL/LTC coke for use in furnaces and kilns of industrial units, as well as domestic fuel by halwais, and hotels, etc.; coal/coke fines for use in industrial furnaces and domestic purposes; and tar, heavy and light oil, and soft pitch for use in furnaces and boilers of industrial plants, power houses, oil, dye, and pharmaceutical industries, etc. Further, it engages in coal mining and gasification; consultancy support in coal and mineral exploration; and renewable and solar energy. The company was formerly known as Coal Mines Authority Limited and changed its name to Coal India Limited in January 1975. Coal India Limited was incorporated in 1973 and is headquartered in Kolkata, India.",220272,"[{'maxAge': 1, 'name': 'Mr. Polavarapu Mallikharjuna Prasad', 'age': 59, 'title': 'Permanent Invitee, MD, CEO & Chairman', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 10524978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mukesh  Agrawal', 'age': 55, 'title': 'Director of Finance, CFO & Director', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 4429491, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Achyuta  Ghatak', 'title': 'Technical Director & Director', 'fiscalYear': 2025, 'totalPay': 4244984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Vinay  Ranjan', 'age': 54, 'title': 'Director of Personnel & Industrial Relations and Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 7313623, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mukesh  Choudhary', 'title': 'Director of Marketing & Director', 'fiscalYear': 2025, 'totalPay': 5179425, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sanjay K. Bhagat', 'title': 'GM of Administration', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bijay Prakash Dubey', 'title': 'Company Secretary &  Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sanjeev Kumar Bhardwaj', 'title': 'GM & Head of Law Department', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kavita  Gupta', 'title': 'Head of Corporate Communication & Public Relation Department', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. O. P. Mishra', 'title': 'Head of Human Resources Development', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,8,2,4,5,1759276800,1767139200,[],86400,2,396.7,396.95,389.35,398.2,396.7,396.95,389.35,398.2,32.0,8.07,1755734400,0.49,8.87,0.021,7.2764454,15.39127,7665648,7665648,5305339,4059712,4059712,0.0,0.0,0,0,2412091801600,349.25,459.55,543.55,109.55,1.9194198,387.177,386.353,32.0,0.08066549,INR,False,2167713169408,0.26378,2533413953,6162728327,0.63137,0.24789,6162728327,160.772,2.4345033,1743379200,1774915200,1751241600,-0.203,331481612288,53.79,25.43,1.725,4.765,-0.109639764,0.17868233,5.15,1755734400,EQUITY,391.4,467.0,290.0,409.45456,417.5,2.27273,buy,22,373905686528,60.748,454892945408,91457298432,1256677572608,9.15,203.902,849126621184,-0.202,-0.039,0.67569,0.36198002,0.31208,INR,COALINDIA.NS,en-US,US,Equity,Delayed Quote,True,HIGH,[],1761645599,NSI,finmb_9192276,Asia/Kolkata,IST,19800000,in_market,False,7.044858,4.222992,0.010907135,5.046997,0.013063176,15,15,2.3 - Buy,False,COAL INDIA LTD,Coal India Limited,-1.3360268,391.4,POSTPOST,False,1288842300000,-5.3000183,389.35 - 398.2,NSE,5305339,42.149994,0.12068717,349.25 - 459.55,-68.149994,-0.14829724,-10.963976,1761732000,1761732000,1761732000,1708338600,1708338600,False,53.79,25.43,55.55825,
