address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,corporateActions,regularMarketTime,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"NTPC Limited operates as an integrated power company in India. It operates through two segments: Generation and Others. The company generates power from fossil fuels, hydro, solar, wind, nuclear, and renewable energy sources. It also engages in the coal mining and energy trading business. NTPC Limited was incorporated in 1975 and is based in New Delhi, India.",16646,"[{'maxAge': 1, 'name': 'Mr. Gurdeep  Singh', 'age': 59, 'title': 'Chairman of the Board & MD', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 17392486, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jaikumar  Srinivasan', 'age': 58, 'title': 'CFO, Director of Finance & Director', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 8829429, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ravindra  Kumar', 'title': 'Director of Operations & Director', 'fiscalYear': 2025, 'totalPay': 10563273, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anil Kumar Jadli', 'title': 'Director of HR & Director', 'fiscalYear': 2025, 'totalPay': 8211556, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shivam  Srivastava', 'age': 56, 'title': 'Chief General Manager, Fuel Director & Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 10204708, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. K. Shanmugha Sundaram', 'title': 'Director of Projects & Executive Director', 'fiscalYear': 2025, 'totalPay': 10498677, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Aditya  Dar', 'age': 58, 'title': 'Chief Investor Relations Officer & Executive Director of Finance', 'yearBorn': 1966, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ritu  Arora', 'age': 48, 'title': 'GM, Company Secretary & Compliance Officer', 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sangeeta  Kaushik', 'age': 58, 'title': 'Head of Corporate Planning & CRO', 'yearBorn': 1966, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sandeep  Naik', 'title': 'Executive Director', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,8,3,8,7,1759276800,1767139200,[],86400,2,345.15,345.0,335.6,345.0,345.15,345.0,335.6,345.0,11.6,3.36,1756944000,0.447,3.6,18.04767,13.987132,18644496,18644496,8922058,8072747,8072747,0.0,0.0,0,0,3267292037120,292.8,415.45,448.45,58.333332,1.7468244,337.147,337.1825,5.85,0.016949153,INR,False,5887252496384,0.12698,4309960012,9696666134,0.53253,0.37955,9707827764,198.221,1.6998705,1743379200,1774915200,1759190400,-0.039,237511098368,18.67,24.09,6:5,1552953600,3.148,10.773,-0.1609335,0.19088471,3.35,1756944000,EQUITY,336.95,490.0,325.0,416.4,413.0,1.44,strong_buy,25,80008798208,8.259,546474885120,2548760313856,0.384,0.867,1870418149376,127.753,192.903,0.044499997,0.13104,837529829376,-130941263872,476104785920,-0.039,0.013,0.44778,0.29217,0.18728,INR,NTPC.NS,en-US,US,Equity,Delayed Quote,True,HIGH,-8.199982,335.6 - 345.0,NSE,8922058,44.150024,0.15078561,292.8 - 415.45,-78.5,-0.18895173,-16.09335,1761818400,1769680800,1769680800,1761831000,1761831000,True,18.67,24.09,24.39393,13.812862,-0.19699097,-0.00058428803,-0.23248291,-0.0006894869,15,15,1.4 - Strong Buy,[],1761904801,NTPC LTD,NTPC Limited,False,1099626300000,False,NSI,finmb_9673133,Asia/Kolkata,IST,19800000,in_market,False,-2.3757734,336.95,POSTPOST,
