address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,trailingPegRatio
Bombay House,"24, Homi Mody Street Fort",Mumbai,400001,India,91 22 6665 8282,91 22 6665 8113,https://www.tatasteel.com,Steel,steel,Steel,Basic Materials,basic-materials,Basic Materials,"Tata Steel Limited engages in the manufacture and distribution of steel products in India and internationally. It offers reinforcement bars (rebars) and wire rods, cut-and-bend reinforcement bars, welded wire mesh, prefabricated cages (pre-cages), steel couplers and carpet reinforcement, hot-rolled, cold rolled, coated coil, tubes, rebar, metallic coated, pre-finished steels, alloy steels, and profiles and construction systems. The company also provides solutions in building envelope, structural, fit-out, foundations, and highway engineering products, as well as operates steel service centers. It serves agricultural, automotive, construction, consumer goods, energy and power, engineering, and material handling industries. The company was incorporated in 1907 and is based in Mumbai, India.",115788,"[{'maxAge': 1, 'name': 'Mr. Thachat Viswanath Narendran', 'age': 59, 'title': 'CEO, MD & Executive Director', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 172927000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Koushik  Chatterjee B.Com. (Hons), F.C.A.', 'age': 56, 'title': 'CFO & Executive Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 139999000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Hriday  Nair', 'age': 54, 'title': 'Chief of Corporate Finance & Investor Relations', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Subodh  Pandey', 'age': 53, 'title': 'Vice President of Technology, R&D, NMB and Graphene', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jayanta  Banerjee', 'age': 56, 'title': 'Chief Information Officer', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ritu Raj Sinha', 'age': 56, 'title': 'Chief of Corporate Administration', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Parvatheesam  Kanchinadham', 'age': 48, 'title': 'Company Secretary & Chief Legal Officer (Corporate & Compliance)', 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sarvesh  Kumar', 'age': 56, 'title': 'Chief of Corporate Communication', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Siddharth  Mishra', 'age': 54, 'title': 'Chief of Marketing & Sales', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Atrayee Sarkar Sanyal', 'age': 53, 'title': 'Chief People Officer', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,2,184.35,184.0,182.12,184.3,184.35,184.0,182.12,184.3,3.6,1.95,1749168000,0.989,2.74,1.025,50.369144,16024174,16024174,24215721,28678359,28678359,0.0,0.0,0,0,2280352645120,122.62,186.94,654.9,3.70557,1.0510997,169.5978,154.8258,0.0,0.0,INR,False,3150705065984,10.568787,0.020920001,8136141682,12471847611,0.33735,0.33148,12491431204,73.032,2.50356,1743379200,1774915200,1751241600,1.165,45385801728,3.63,10:1,1658966400,1.452,12.787,0.2310518,0.19088471,3.6,1749168000,EQUITY,182.84,215.0,135.0,177.5,177.5,2.06667,buy,28,100476100608,8.049,246401368064,948010483712,2169492340736,103.775,174.025,1144213602304,1.169,-0.029,0.52741003,0.113579996,0.088070005,INR,TATASTEEL.NS,en-US,US,Equity,Delayed Quote,True,HIGH,POSTPOST,NSI,finmb_874170,Asia/Kolkata,IST,19800000,in_market,False,-0.8190994,182.84,TATA STEEL LIMITED,2.1 - Buy,False,False,820467900000,Tata Steel Limited,-1.5100098,182.12 - 184.3,NSE,24215721,60.219994,0.49111068,122.62 - 186.94,-4.100006,-0.021932203,23.10518,1762423200,1762423200,1753943400,1753943400,False,3.63,14.8,12.3540535,13.242203,0.07808004,28.01419,0.18094006,15,15,[],1761904800,
