address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
NestlE House,"Jacaranda Marg, 'M' Block DLF City Phase II",Gurugram,122002,India,91 12 4238 9300,91 12 4238 9399,https://www.nestle.in,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Nestlé India Limited engages in the manufacture and sale of food products in India and internationally. The company provides milk products and nutrition, including dairy whitener, condensed milk, UHT milk, yogurt, maternal and infant formula, baby foods, health care nutrition; prepared dishes and cooking aids, such as noodles, sauces, seasonings, pasta, cereals, and pet foods; powdered and liquid beverages comprising instant coffee and tea, as well as ready to drink beverages; and confectionery products consisting of bar countlines, tablets, and sugar confectionery products. The company was incorporated in 1959 and is headquartered in Gurugram, India.",8419,"[{'maxAge': 1, 'name': 'Ms. Svetlana Leonidovna Boldina', 'title': 'CFO, Executive Director of Finance & Control and Additional Whole-time Director', 'fiscalYear': 2025, 'totalPay': 85980000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Satish Dhawan Srinivasan', 'age': 59, 'title': 'Executive Director of Technical & Director', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 38790000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Manish  Tiwary', 'age': 54, 'title': 'Chairman & MD', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pramod Kumar Rai', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ambereen Ali Shah', 'title': 'Head of Media Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anurag  Patnaik', 'title': 'Head of Human Resources', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jagdeep  Marahar', 'title': 'Head of R&D Center in Manesar', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Taruna  Saxena', 'title': 'Head of Sustainability & Societal Initiatives', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Himmat  Singh', 'title': 'Head of Corporate Affairs', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Varun  Gupta', 'title': 'Head of Supply Chain', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,2,1279.9,1279.9,1269.6,1284.0,1279.9,1279.9,1269.6,1284.0,20.0,1.56,1751587200,0.7922,1.19,0.232,82.78646,943029,943029,1408615,1318462,1318462,0.0,0.0,0,0,2452044382208,1055.0,1311.6,1389.0,114.75,11.69285,1205.982,1170.2751,12.125,0.009473396,INR,False,2469140889600,65.08256,0.14073,702460407,1928314320,0.62842,0.15303001,1953615113,22.996,55.29657,1743379200,1774915200,1759190400,-0.174,29512599552,15.36,2:1,1754611200,11.774,52.655,0.12158787,0.19088471,5.0,1751587200,EQUITY,1271.6,1500.0,1010.0,1287.0676,1275.0,2.78378,hold,37,3658899968,1.897,46892802048,4768500224,0.169,0.854,209704599552,10.753,108.755,0.22593,0.70792,114719301632,18075625472,35344801792,-0.173,0.106,0.54705,0.22361,0.19018,INR,NESTLEIND.NS,en-US,US,Equity,Delayed Quote,True,HIGH,POSTPOST,[],1761904802,76.092674,65.61792,0.05441036,101.32483,0.08658206,15,15,2.8 - Hold,False,False,1029123900000,-8.300049,1269.6 - 1284.0,NSE,1408615,216.59998,0.20530804,1055.0 - 1311.6,-40.0,-0.030497104,12.158787,1760608800,1760608800,1760608800,False,15.36,16.7112,NESTLE INDIA LIMITED,Nestlé India Limited,NSI,finmb_877826,Asia/Kolkata,IST,19800000,in_market,False,-0.648492,1271.6,
