address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
The Grand Plaza,Plot No. 2 Nelson Mandela Road Vasant Kunj - Phase -II,New Delhi,110070,India,91 11 4604 4220,91 11 4604 4399,https://www.heromotocorp.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Hero MotoCorp Limited primarily engages in the manufacture and sale of motorised two wheelers in India, Asia, Central and Latin America, Africa, and the Middle East. The company offers motorcycles and scooters, as well as electric scooters. It provides engines, parts, and accessories, as well as non-banking financial and other related services. The company is also involved in merchandise business. The company was formerly known as Hero Honda Motors Ltd. and changed its name to Hero MotoCorp Limited in July 2011. Hero MotoCorp Limited was incorporated in 1984 and is based in New Delhi, India.",9527,"[{'maxAge': 1, 'name': 'Dr. Pawan Kant Munjal B.E. (Mech.)', 'age': 70, 'title': 'Executive Chairman', 'yearBorn': 1954, 'fiscalYear': 2025, 'totalPay': 1094100000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vikram Sitaram Kasbekar IIT', 'age': 70, 'title': 'Acting CEO, CTO & Executive Director', 'yearBorn': 1954, 'fiscalYear': 2025, 'totalPay': 111400000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vivek  Anand', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dhiraj  Kapoor', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Surender Kumar Chhabra F.C.A., M.Com.', 'age': 68, 'title': 'Vice President of Corporate Finance', 'yearBorn': 1956, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Umang Deep Singh Khurana', 'title': 'Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pooja  Yadava', 'title': 'General Counsel', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Latika  Taneja', 'title': 'Head of Corporate Communications, Affairs & Social Responsibility', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Madhuri  Mehta', 'age': 45, 'title': 'Chief Human Resources Officer', 'yearBorn': 1979, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sanjay  Bhan', 'title': 'Executive Vice President of Global Business, Global Product Planning and Market Insights', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,4,10,6,9,1759276800,1767139200,[],86400,2,5515.0,5514.5,5501.0,5625.0,5515.0,5514.5,5501.0,5625.0,130.0,2.36,1753315200,0.5563,3.11,0.723,22.04549,424181,424181,930846,408787,408787,0.0,0.0,0,0,1109176221696,3344.0,5717.0,6246.25,180.05,2.7427442,5409.088,4426.3613,0.0,0.0,INR,False,1039501557760,19.648338,0.12458,129511017,200067860,0.37035,0.38259,201801144,963.55,5.753723,1743379200,1774915200,1751241600,0.63,50378801152,251.48,5:1,984355200,2.57,18.131,0.0984962,0.19088471,65.0,1753315200,EQUITY,5544.0,6429.0,3900.0,5338.2856,5310.0,2.4,buy,35,71878000640,359.371,57331675136,6999300096,404403814400,3.607,2022.143,137522495488,0.631,-0.047,0.34006,0.14177,0.124110006,INR,HEROMOTOCO.NS,en-US,US,Equity,Delayed Quote,True,HIGH,HERO MOTOCORP LIMITED,Hero MotoCorp Limited,False,1025495100000,29.0,5501.0 - 5625.0,NSE,930846,2200.0,0.65789473,3344.0 - 5717.0,-173.0,-0.030260626,9.84962,1763028000,1763028000,1763028000,1754542800,1754542800,False,251.48,256.13177,21.64511,134.91211,0.024941748,1117.6387,0.25249603,15,15,2.4 - Buy,False,POSTPOST,[],1761904796,NSI,finmb_881572,Asia/Kolkata,IST,19800000,in_market,False,0.5258386,5544.0,
