address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,corporateActions,regularMarketTime,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, insurance, accessories, and financing products and services. It also exports its products to South Africa, Saudi Arabia, Chile, Japan, Mexico, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. Maruti Suzuki India Limited was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",19966,"[{'maxAge': 1, 'name': 'Mr. Hisashi  Takeuchi', 'age': 60, 'title': 'MD, CEO, & Whole-Time Director', 'yearBorn': 1964, 'fiscalYear': 2025, 'totalPay': 56901817, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kazunari  Yamaguchi', 'age': 61, 'title': 'Director of Production & Additional Director', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 42199600, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kenichiro  Toyofuku', 'age': 54, 'title': 'Director of Sustainability & Whole Time Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 42199600, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Arnab  Roy', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rajiv  Gandhi', 'title': 'Senior Executive Officer of Production & Member of the Executive Board (Strategic Projects)', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. C. V. Raman', 'title': 'Member of Executive Committee', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shashank  Srivastava', 'title': 'Member Executive Committee', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rahul  Bharti', 'title': 'Head of Corporate Affairs & Chief Investor Relations Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Manjaree  Chowdhary', 'title': 'Head of Legal, Senior Executive Officer & General Counsel', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sanjeev  Grover', 'title': 'Executive VP, Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,6,5,8,5,1759276800,1767139200,[],86400,2,16206.0,16204.0,15949.0,16516.0,16206.0,16204.0,15949.0,16516.0,135.0,0.83,1754006400,0.27040002,0.79,0.214,35.044495,31.016577,719250,719250,457580,284614,284614,0.0,0.0,0,0,5088919683072,10725.0,16660.0,16660.0,155.0,3.2675993,15714.22,13192.347,0.0,0.0,INR,False,5007309537280,0.09332,117098446,314402574,0.58284,0.32251,315886787,3061.094,5.287652,1743379200,1774915200,1751241600,0.009,145328996352,461.87,521.85,3.215,25.618,0.45868587,0.19088471,135.0,1754006400,EQUITY,16186.0,20000.0,12912.0,16026.333,16000.0,1.5,strong_buy,39,88871002112,282.661,195463249920,870000000,1557387935744,0.09,4953.499,459424006144,0.009,0.079,0.295,0.12550999,0.07943,INR,MARUTI.NS,en-US,US,Equity,Delayed Quote,True,HIGH,-20.0,15949.0 - 16516.0,NSE,457580,5461.0,0.5091841,10725.0 - 16660.0,-474.0,-0.028451381,45.868587,1761904800,1761904800,1761904800,1761913800,1761913800,False,461.87,521.85,508.83084,31.810179,471.78027,0.030022508,2993.6533,0.22692348,15,15,1.5 - Strong Buy,[],1761904798,MARUTI SUZUKI INDIA LTD.,Maruti Suzuki India Limited,False,1057722300000,False,NSI,finmb_4863668,Asia/Kolkata,IST,19800000,in_market,False,-0.12341108,16186.0,POSTPOST,
